HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Altay,Hatayspor,1,2,A,1.0,1.0,D,5.0,12.0,2.0,6.0,16.0,11.0,3.0,6.0,3.0,3.0,0.0,0.0
Karagumruk,Konyaspor,1,4,A,1.0,1.0,D,9.0,11.0,3.0,6.0,8.0,12.0,3.0,3.0,0.0,0.0,1.0,0.0
Buyuksehyr,Kasimpasa,2,1,H,0.0,0.0,D,13.0,10.0,3.0,3.0,14.0,13.0,8.0,3.0,2.0,3.0,0.0,0.0
Rizespor,Goztep,3,1,H,1.0,0.0,H,15.0,14.0,5.0,6.0,15.0,11.0,5.0,8.0,2.0,0.0,0.0,1.0
Antalyaspor,Trabzonspor,2,1,H,1.0,1.0,D,13.0,12.0,5.0,5.0,13.0,9.0,5.0,3.0,1.0,4.0,0.0,0.0
Ad. Demirspor,Giresunspor,1,0,H,0.0,0.0,D,11.0,13.0,5.0,3.0,14.0,11.0,1.0,3.0,2.0,2.0,0.0,0.0
Yeni Malatyaspor,Alanyaspor,2,6,A,2.0,3.0,A,20.0,20.0,7.0,13.0,6.0,10.0,8.0,5.0,4.0,3.0,1.0,0.0
Besiktas,Kayserispor,4,2,H,1.0,1.0,D,21.0,6.0,8.0,3.0,14.0,18.0,7.0,2.0,3.0,3.0,0.0,0.0
Sivasspor,Galatasaray,1,0,H,0.0,0.0,D,12.0,6.0,5.0,3.0,13.0,6.0,6.0,5.0,5.0,3.0,0.0,0.0
Gaziantep,Fenerbahce,3,2,H,1.0,1.0,D,15.0,14.0,7.0,4.0,12.0,13.0,4.0,5.0,3.0,2.0,0.0,0.0
Giresunspor,Altay,3,1,H,1.0,0.0,H,11.0,15.0,5.0,5.0,13.0,12.0,4.0,6.0,1.0,2.0,0.0,0.0
Kasimpasa,Sivasspor,1,3,A,1.0,0.0,H,12.0,7.0,3.0,4.0,11.0,13.0,10.0,5.0,4.0,2.0,0.0,0.0
Konyaspor,Antalyaspor,1,0,H,0.0,0.0,D,14.0,6.0,3.0,2.0,14.0,14.0,8.0,3.0,5.0,2.0,0.0,0.0
Trabzonspor,Hatayspor,2,0,H,2.0,0.0,H,17.0,6.0,9.0,3.0,7.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0
Alanyaspor,Ad. Demirspor,1,3,A,1.0,2.0,A,10.0,11.0,4.0,6.0,17.0,16.0,4.0,3.0,2.0,1.0,0.0,0.0
Galatasaray,Buyuksehyr,1,1,D,0.0,1.0,A,18.0,8.0,4.0,3.0,16.0,13.0,5.0,1.0,4.0,7.0,0.0,1.0
Rizespor,Yeni Malatyaspor,1,0,H,0.0,0.0,D,14.0,8.0,4.0,2.0,17.0,9.0,7.0,1.0,2.0,2.0,0.0,0.0
Goztep,Karagumruk,0,1,A,0.0,0.0,D,12.0,17.0,4.0,3.0,16.0,12.0,3.0,3.0,3.0,1.0,0.0,0.0
Kayserispor,Gaziantep,0,0,D,0.0,0.0,D,9.0,10.0,3.0,3.0,9.0,10.0,5.0,4.0,1.0,2.0,0.0,1.0
Fenerbahce,Besiktas,2,2,D,2.0,1.0,H,11.0,14.0,5.0,3.0,20.0,12.0,0.0,7.0,2.0,5.0,0.0,0.0
Antalyaspor,Kasimpasa,1,1,D,1.0,0.0,H,9.0,11.0,4.0,5.0,18.0,18.0,6.0,3.0,2.0,4.0,0.0,0.0
Buyuksehyr,Giresunspor,3,1,H,1.0,1.0,D,20.0,6.0,8.0,2.0,12.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0
Ad. Demirspor,Galatasaray,2,0,H,0.0,0.0,D,10.0,15.0,3.0,7.0,20.0,14.0,2.0,7.0,3.0,2.0,0.0,0.0
